Title: VLAN Virtual Bridge Port
Created: 07/15/2014 11:41:18
Number of Records: 436

ID,VLAN,ARP,DHCPDir,IGMP,PPPoEAC,PPPoESub,LSVID,Opt82Act
N101-1-VB7-33 (UTICA_258_2),N101-1-VB7-VLAN733 (UTICA_258_2),N,Client,None,N,Y,733,NONE
N101-1-VB7-34 (UTICA_258_2),N101-1-VB7-VLAN734 (UTICA_258_2),N,Client,None,N,Y,734,NONE
N101-1-VB7-35 (UTICA_258_2),N101-1-VB7-VLAN735 (UTICA_258_2),N,Client,None,N,Y,735,NONE
N101-1-VB7-36 (UTICA_258_2),N101-1-VB7-VLAN736 (UTICA_258_2),N,Client,None,N,Y,736,NONE
N101-1-VB7-37 (UTICA_258_2),N101-1-VB7-VLAN737 (UTICA_258_2),N,Client,None,N,Y,737,NONE
N101-1-VB7-38 (UTICA_258_2),N101-1-VB7-VLAN738 (UTICA_258_2),N,Client,None,N,Y,738,NONE
N101-1-VB7-39 (UTICA_258_2),N101-1-VB7-VLAN739 (UTICA_258_2),N,Client,None,N,Y,739,NONE
N101-1-VB7-40 (UTICA_258_2),N101-1-VB7-VLAN740 (UTICA_258_2),N,Client,None,N,Y,740,NONE
N101-1-VB7-41 (UTICA_258_2),N101-1-VB7-VLAN741 (UTICA_258_2),N,Client,None,N,Y,741,NONE
N101-1-VB7-42 (UTICA_258_2),N101-1-VB7-VLAN742 (UTICA_258_2),N,Client,None,N,Y,742,NONE
N101-1-VB7-43 (UTICA_258_2),N101-1-VB7-VLAN743 (UTICA_258_2),N,Client,None,N,Y,743,NONE
N101-1-VB7-44 (UTICA_258_2),N101-1-VB7-VLAN744 (UTICA_258_2),N,Client,None,N,Y,744,NONE
N101-1-VB7-45 (UTICA_258_2),N101-1-VB7-VLAN745 (UTICA_258_2),N,Client,None,N,Y,745,NONE
N101-1-VB7-46 (UTICA_258_2),N101-1-VB7-VLAN746 (UTICA_258_2),N,Client,None,N,Y,746,NONE
N101-1-VB7-47 (UTICA_258_2),N101-1-VB7-VLAN747 (UTICA_258_2),N,Client,None,N,Y,747,NONE
N101-1-VB7-48 (UTICA_258_2),N101-1-VB7-VLAN748 (UTICA_258_2),N,Client,None,N,Y,748,NONE
N101-1-VB7-49 (UTICA_258_2),N101-1-VB7-VLAN749 (UTICA_258_2),N,Client,None,N,Y,749,NONE
N101-1-VB7-50 (UTICA_258_2),N101-1-VB7-VLAN750 (UTICA_258_2),N,Client,None,N,Y,750,NONE
N101-1-VB7-51 (UTICA_258_2),N101-1-VB7-VLAN751 (UTICA_258_2),N,Client,None,N,Y,751,NONE
N101-1-VB7-52 (UTICA_258_2),N101-1-VB7-VLAN752 (UTICA_258_2),N,Client,None,N,Y,752,NONE
N101-1-VB7-53 (UTICA_258_2),N101-1-VB7-VLAN753 (UTICA_258_2),N,Client,None,N,Y,753,NONE
N101-1-VB7-54 (UTICA_258_2),N101-1-VB7-VLAN754 (UTICA_258_2),N,Client,None,N,Y,754,NONE
N101-1-VB7-55 (UTICA_258_2),N101-1-VB7-VLAN755 (UTICA_258_2),N,Client,None,N,Y,755,NONE
N101-1-VB7-56 (UTICA_258_2),N101-1-VB7-VLAN756 (UTICA_258_2),N,Client,None,N,Y,756,NONE
N101-1-VB7-57 (UTICA_258_2),N101-1-VB7-VLAN757 (UTICA_258_2),N,Client,None,N,Y,757,NONE
N101-1-VB7-58 (UTICA_258_2),N101-1-VB7-VLAN758 (UTICA_258_2),N,Client,None,N,Y,758,NONE
N101-1-VB7-59 (UTICA_258_2),N101-1-VB7-VLAN759 (UTICA_258_2),N,Client,None,N,Y,759,NONE
N101-1-VB7-60 (UTICA_258_2),N101-1-VB7-VLAN760 (UTICA_258_2),N,Client,None,N,Y,760,NONE
N101-1-VB7-61 (UTICA_258_2),N101-1-VB7-VLAN761 (UTICA_258_2),N,Client,None,N,Y,761,NONE
N101-1-VB7-62 (UTICA_258_2),N101-1-VB7-VLAN762 (UTICA_258_2),N,Client,None,N,Y,762,NONE
N101-1-VB7-63 (UTICA_258_2),N101-1-VB7-VLAN763 (UTICA_258_2),N,Client,None,N,Y,763,NONE
N101-1-VB7-64 (UTICA_258_2),N101-1-VB7-VLAN764 (UTICA_258_2),N,Client,None,N,Y,764,NONE
N101-1-VB7-65 (UTICA_258_2),N101-1-VB7-VLAN765 (UTICA_258_2),N,Client,None,N,Y,765,NONE
N101-1-VB7-66 (UTICA_258_2),N101-1-VB7-VLAN766 (UTICA_258_2),N,Client,None,N,Y,766,NONE
N101-1-VB7-67 (UTICA_258_2),N101-1-VB7-VLAN767 (UTICA_258_2),N,Client,None,N,Y,767,NONE
N101-1-VB7-68 (UTICA_258_2),N101-1-VB7-VLAN768 (UTICA_258_2),N,Client,None,N,Y,768,NONE
N101-1-VB7-69 (UTICA_258_2),N101-1-VB7-VLAN769 (UTICA_258_2),N,Client,None,N,Y,769,NONE
N101-1-VB7-70 (UTICA_258_2),N101-1-VB7-VLAN770 (UTICA_258_2),N,Client,None,N,Y,770,NONE
N101-1-VB7-71 (UTICA_258_2),N101-1-VB7-VLAN771 (UTICA_258_2),N,Client,None,N,Y,771,NONE
N101-1-VB7-72 (UTICA_258_2),N101-1-VB7-VLAN772 (UTICA_258_2),N,Client,None,N,Y,772,NONE
N101-1-VB7-73 (UTICA_258_2),N101-1-VB7-VLAN773 (UTICA_258_2),N,Client,None,N,Y,773,NONE
N101-1-VB7-74 (UTICA_258_2),N101-1-VB7-VLAN774 (UTICA_258_2),N,Client,None,N,Y,774,NONE
N101-1-VB7-75 (UTICA_258_2),N101-1-VB7-VLAN775 (UTICA_258_2),N,Client,None,N,Y,775,NONE
N101-1-VB7-76 (UTICA_258_2),N101-1-VB7-VLAN776 (UTICA_258_2),N,Client,None,N,Y,776,NONE
N101-1-VB7-77 (UTICA_258_2),N101-1-VB7-VLAN777 (UTICA_258_2),N,Client,None,N,Y,777,NONE
N101-1-VB7-78 (UTICA_258_2),N101-1-VB7-VLAN778 (UTICA_258_2),N,Client,None,N,Y,778,NONE
N101-1-VB7-79 (UTICA_258_2),N101-1-VB7-VLAN779 (UTICA_258_2),N,Client,None,N,Y,779,NONE
N101-1-VB7-80 (UTICA_258_2),N101-1-VB7-VLAN780 (UTICA_258_2),N,Client,None,N,Y,780,NONE
N101-1-VB7-81 (UTICA_258_2),N101-1-VB7-VLAN781 (UTICA_258_2),N,Client,None,N,Y,781,NONE
N101-1-VB7-82 (UTICA_258_2),N101-1-VB7-VLAN782 (UTICA_258_2),N,Client,None,N,Y,782,NONE
N101-1-VB7-83 (UTICA_258_2),N101-1-VB7-VLAN783 (UTICA_258_2),N,Client,None,N,Y,783,NONE
N101-1-VB7-84 (UTICA_258_2),N101-1-VB7-VLAN784 (UTICA_258_2),N,Client,None,N,Y,784,NONE
N101-1-VB7-85 (UTICA_258_2),N101-1-VB7-VLAN785 (UTICA_258_2),N,Client,None,N,Y,785,NONE
N101-1-VB7-86 (UTICA_258_2),N101-1-VB7-VLAN786 (UTICA_258_2),N,Client,None,N,Y,786,NONE
N101-1-VB7-87 (UTICA_258_2),N101-1-VB7-VLAN787 (UTICA_258_2),N,Client,None,N,Y,787,NONE
N101-1-VB7-88 (UTICA_258_2),N101-1-VB7-VLAN788 (UTICA_258_2),N,Client,None,N,Y,788,NONE
N101-1-VB7-89 (UTICA_258_2),N101-1-VB7-VLAN789 (UTICA_258_2),N,Client,None,N,Y,789,NONE
N101-1-VB7-90 (UTICA_258_2),N101-1-VB7-VLAN790 (UTICA_258_2),N,Client,None,N,Y,790,NONE
N101-1-VB7-91 (UTICA_258_2),N101-1-VB7-VLAN791 (UTICA_258_2),N,Client,None,N,Y,791,NONE
N101-1-VB7-92 (UTICA_258_2),N101-1-VB7-VLAN792 (UTICA_258_2),N,Client,None,N,Y,792,NONE
N101-1-VB7-93 (UTICA_258_2),N101-1-VB7-VLAN793 (UTICA_258_2),N,Client,None,N,Y,793,NONE
N101-1-VB7-94 (UTICA_258_2),N101-1-VB7-VLAN794 (UTICA_258_2),N,Client,None,N,Y,794,NONE
N101-1-VB7-95 (UTICA_258_2),N101-1-VB7-VLAN795 (UTICA_258_2),N,Client,None,N,Y,795,NONE
N101-1-VB7-96 (UTICA_258_2),N101-1-VB7-VLAN796 (UTICA_258_2),N,Client,None,N,Y,796,NONE
N101-1-VB7-97 (UTICA_258_2),N101-1-VB7-VLAN797 (UTICA_258_2),N,Client,None,N,Y,797,NONE
N101-1-VB7-98 (UTICA_258_2),N101-1-VB7-VLAN798 (UTICA_258_2),N,Client,None,N,Y,798,NONE
N101-1-VB7-99 (UTICA_258_2),N101-1-VB7-VLAN799 (UTICA_258_2),N,Client,None,N,Y,799,NONE
N101-1-VB7-100 (UTICA_258_2),N101-1-VB7-VLAN600 (UTICA_258_2),N,Client,None,N,Y,600,NONE
N101-1-VB7-101 (UTICA_258_2),N101-1-VB7-VLAN601 (UTICA_258_2),N,Client,None,N,Y,601,NONE
N101-1-VB7-102 (UTICA_258_2),N101-1-VB7-VLAN602 (UTICA_258_2),N,Client,None,N,Y,602,NONE
N101-1-VB7-103 (UTICA_258_2),N101-1-VB7-VLAN603 (UTICA_258_2),N,Client,None,N,Y,603,NONE
N101-1-VB7-104 (UTICA_258_2),N101-1-VB7-VLAN604 (UTICA_258_2),N,Client,None,N,Y,604,NONE
N101-1-VB7-105 (UTICA_258_2),N101-1-VB7-VLAN605 (UTICA_258_2),N,Client,None,N,Y,605,NONE
N101-1-VB7-106 (UTICA_258_2),N101-1-VB7-VLAN606 (UTICA_258_2),N,Client,None,N,Y,606,NONE
N101-1-VB7-107 (UTICA_258_2),N101-1-VB7-VLAN607 (UTICA_258_2),N,Client,None,N,Y,607,NONE
N101-1-VB7-108 (UTICA_258_2),N101-1-VB7-VLAN608 (UTICA_258_2),N,Client,None,N,Y,608,NONE
N101-1-VB7-109 (UTICA_258_2),N101-1-VB7-VLAN609 (UTICA_258_2),N,Client,None,N,Y,609,NONE
N101-1-VB7-110 (UTICA_258_2),N101-1-VB7-VLAN610 (UTICA_258_2),N,Client,None,N,Y,610,NONE
N101-1-VB7-111 (UTICA_258_2),N101-1-VB7-VLAN611 (UTICA_258_2),N,Client,None,N,Y,611,NONE
N101-1-VB7-112 (UTICA_258_2),N101-1-VB7-VLAN612 (UTICA_258_2),N,Client,None,N,Y,612,NONE
N101-1-VB7-113 (UTICA_258_2),N101-1-VB7-VLAN613 (UTICA_258_2),N,Client,None,N,Y,613,NONE
N101-1-VB7-114 (UTICA_258_2),N101-1-VB7-VLAN614 (UTICA_258_2),N,Client,None,N,Y,614,NONE
N101-1-VB7-115 (UTICA_258_2),N101-1-VB7-VLAN615 (UTICA_258_2),N,Client,None,N,Y,615,NONE
N101-1-VB7-116 (UTICA_258_2),N101-1-VB7-VLAN616 (UTICA_258_2),N,Client,None,N,Y,616,NONE
N101-1-VB7-117 (UTICA_258_2),N101-1-VB7-VLAN617 (UTICA_258_2),N,Client,None,N,Y,617,NONE
N101-1-VB7-118 (UTICA_258_2),N101-1-VB7-VLAN618 (UTICA_258_2),N,Client,None,N,Y,618,NONE
N101-1-VB7-119 (UTICA_258_2),N101-1-VB7-VLAN619 (UTICA_258_2),N,Client,None,N,Y,619,NONE
N101-1-VB7-120 (UTICA_258_2),N101-1-VB7-VLAN620 (UTICA_258_2),N,Client,None,N,Y,620,NONE
N101-1-VB7-121 (UTICA_258_2),N101-1-VB7-VLAN621 (UTICA_258_2),N,Client,None,N,Y,621,NONE
N101-1-VB7-122 (UTICA_258_2),N101-1-VB7-VLAN622 (UTICA_258_2),N,Client,None,N,Y,622,NONE
N101-1-VB7-123 (UTICA_258_2),N101-1-VB7-VLAN623 (UTICA_258_2),N,Client,None,N,Y,623,NONE
N101-1-VB7-124 (UTICA_258_2),N101-1-VB7-VLAN624 (UTICA_258_2),N,Client,None,N,Y,624,NONE
N101-1-VB7-125 (UTICA_258_2),N101-1-VB7-VLAN625 (UTICA_258_2),N,Client,None,N,Y,625,NONE
N101-1-VB7-126 (UTICA_258_2),N101-1-VB7-VLAN626 (UTICA_258_2),N,Client,None,N,Y,626,NONE
N101-1-VB7-128 (UTICA_258_2),N101-1-VB7-VLAN628 (UTICA_258_2),N,Client,None,N,Y,628,NONE
N101-1-VB7-129 (UTICA_258_2),N101-1-VB7-VLAN629 (UTICA_258_2),N,Client,None,N,Y,629,NONE
N101-1-VB7-130 (UTICA_258_2),N101-1-VB7-VLAN630 (UTICA_258_2),N,Client,None,N,Y,630,NONE
N101-1-VB7-131 (UTICA_258_2),N101-1-VB7-VLAN631 (UTICA_258_2),N,Client,None,N,Y,631,NONE
N101-1-VB7-132 (UTICA_258_2),N101-1-VB7-VLAN632 (UTICA_258_2),N,Client,None,N,Y,632,NONE
N101-1-VB7-133 (UTICA_258_2),N101-1-VB7-VLAN633 (UTICA_258_2),N,Client,None,N,Y,633,NONE
N101-1-VB7-134 (UTICA_258_2),N101-1-VB7-VLAN634 (UTICA_258_2),N,Client,None,N,Y,634,NONE
N101-1-VB7-135 (UTICA_258_2),N101-1-VB7-VLAN635 (UTICA_258_2),N,Client,None,N,Y,635,NONE
N101-1-VB7-136 (UTICA_258_2),N101-1-VB7-VLAN636 (UTICA_258_2),N,Client,None,N,Y,636,NONE
N101-1-VB7-137 (UTICA_258_2),N101-1-VB7-VLAN637 (UTICA_258_2),N,Client,None,N,Y,637,NONE
N101-1-VB7-138 (UTICA_258_2),N101-1-VB7-VLAN638 (UTICA_258_2),N,Client,None,N,Y,638,NONE
N101-1-VB7-139 (UTICA_258_2),N101-1-VB7-VLAN639 (UTICA_258_2),N,Client,None,N,Y,639,NONE
N101-1-VB7-140 (UTICA_258_2),N101-1-VB7-VLAN640 (UTICA_258_2),N,Client,None,N,Y,640,NONE
N101-1-VB7-141 (UTICA_258_2),N101-1-VB7-VLAN641 (UTICA_258_2),N,Client,None,N,Y,641,NONE
N101-1-VB7-142 (UTICA_258_2),N101-1-VB7-VLAN642 (UTICA_258_2),N,Client,None,N,Y,642,NONE
N101-1-VB7-143 (UTICA_258_2),N101-1-VB7-VLAN643 (UTICA_258_2),N,Client,None,N,Y,643,NONE
N101-1-VB7-144 (UTICA_258_2),N101-1-VB7-VLAN644 (UTICA_258_2),N,Client,None,N,Y,644,NONE
N101-1-VB7-145 (UTICA_258_2),N101-1-VB7-VLAN645 (UTICA_258_2),N,Client,None,N,Y,645,NONE
N101-1-VB7-147 (UTICA_258_2),N101-1-VB7-VLAN647 (UTICA_258_2),N,Client,None,N,Y,647,NONE
N101-1-VB7-148 (UTICA_258_2),N101-1-VB7-VLAN648 (UTICA_258_2),N,Client,None,N,Y,648,NONE
N101-1-VB7-149 (UTICA_258_2),N101-1-VB7-VLAN649 (UTICA_258_2),N,Client,None,N,Y,649,NONE
N101-1-VB7-150 (UTICA_258_2),N101-1-VB7-VLAN650 (UTICA_258_2),N,Client,None,N,Y,650,NONE
N101-1-VB7-151 (UTICA_258_2),N101-1-VB7-VLAN651 (UTICA_258_2),N,Client,None,N,Y,651,NONE
N101-1-VB7-152 (UTICA_258_2),N101-1-VB7-VLAN652 (UTICA_258_2),N,Client,None,N,Y,652,NONE
N101-1-VB7-153 (UTICA_258_2),N101-1-VB7-VLAN653 (UTICA_258_2),N,Client,None,N,Y,653,NONE
N101-1-VB7-154 (UTICA_258_2),N101-1-VB7-VLAN654 (UTICA_258_2),N,Client,None,N,Y,654,NONE
N101-1-VB7-155 (UTICA_258_2),N101-1-VB7-VLAN655 (UTICA_258_2),N,Client,None,N,Y,655,NONE
N101-1-VB7-156 (UTICA_258_2),N101-1-VB7-VLAN656 (UTICA_258_2),N,Client,None,N,Y,656,NONE
N101-1-VB7-157 (UTICA_258_2),N101-1-VB7-VLAN657 (UTICA_258_2),N,Client,None,N,Y,657,NONE
N101-1-VB7-158 (UTICA_258_2),N101-1-VB7-VLAN658 (UTICA_258_2),N,Client,None,N,Y,658,NONE
N101-1-VB7-159 (UTICA_258_2),N101-1-VB7-VLAN659 (UTICA_258_2),N,Client,None,N,Y,659,NONE
N101-1-VB7-160 (UTICA_258_2),N101-1-VB7-VLAN660 (UTICA_258_2),N,Client,None,N,Y,660,NONE
N101-1-VB7-161 (UTICA_258_2),N101-1-VB7-VLAN661 (UTICA_258_2),N,Client,None,N,Y,661,NONE
N101-1-VB7-162 (UTICA_258_2),N101-1-VB7-VLAN662 (UTICA_258_2),N,Client,None,N,Y,662,NONE
N101-1-VB7-163 (UTICA_258_2),N101-1-VB7-VLAN663 (UTICA_258_2),N,Client,None,N,Y,663,NONE
N101-1-VB7-164 (UTICA_258_2),N101-1-VB7-VLAN664 (UTICA_258_2),N,Client,None,N,Y,664,NONE
N101-1-VB7-165 (UTICA_258_2),N101-1-VB7-VLAN665 (UTICA_258_2),N,Client,None,N,Y,665,NONE
N101-1-VB7-166 (UTICA_258_2),N101-1-VB7-VLAN666 (UTICA_258_2),N,Client,None,N,Y,666,NONE
N101-1-VB7-167 (UTICA_258_2),N101-1-VB7-VLAN667 (UTICA_258_2),N,Client,None,N,Y,667,NONE
N101-1-VB7-168 (UTICA_258_2),N101-1-VB7-VLAN668 (UTICA_258_2),N,Client,None,N,Y,668,NONE
N101-1-VB7-169 (UTICA_258_2),N101-1-VB7-VLAN669 (UTICA_258_2),N,Client,None,N,Y,669,NONE
N101-1-VB7-170 (UTICA_258_2),N101-1-VB7-VLAN670 (UTICA_258_2),N,Client,None,N,Y,670,NONE
N101-1-VB7-171 (UTICA_258_2),N101-1-VB7-VLAN671 (UTICA_258_2),N,Client,None,N,Y,671,NONE
N101-1-VB7-172 (UTICA_258_2),N101-1-VB7-VLAN672 (UTICA_258_2),N,Client,None,N,Y,672,NONE
N101-1-VB7-173 (UTICA_258_2),N101-1-VB7-VLAN673 (UTICA_258_2),N,Client,None,N,Y,673,NONE
N101-1-VB7-174 (UTICA_258_2),N101-1-VB7-VLAN674 (UTICA_258_2),N,Client,None,N,Y,674,NONE
N101-1-VB7-175 (UTICA_258_2),N101-1-VB7-VLAN675 (UTICA_258_2),N,Client,None,N,Y,675,NONE
N101-1-VB7-176 (UTICA_258_2),N101-1-VB7-VLAN676 (UTICA_258_2),N,Client,None,N,Y,676,NONE
N101-1-VB7-177 (UTICA_258_2),N101-1-VB7-VLAN677 (UTICA_258_2),N,Client,None,N,Y,677,NONE
N101-1-VB7-178 (UTICA_258_2),N101-1-VB7-VLAN678 (UTICA_258_2),N,Client,None,N,Y,678,NONE
N101-1-VB7-179 (UTICA_258_2),N101-1-VB7-VLAN679 (UTICA_258_2),N,Client,None,N,Y,679,NONE
N101-1-VB7-180 (UTICA_258_2),N101-1-VB7-VLAN680 (UTICA_258_2),N,Client,None,N,Y,680,NONE
N101-1-VB7-181 (UTICA_258_2),N101-1-VB7-VLAN681 (UTICA_258_2),N,Client,None,N,Y,681,NONE
N101-1-VB7-182 (UTICA_258_2),N101-1-VB7-VLAN682 (UTICA_258_2),N,Client,None,N,Y,682,NONE
N101-1-VB7-183 (UTICA_258_2),N101-1-VB7-VLAN683 (UTICA_258_2),N,Client,None,N,Y,683,NONE
N101-1-VB7-184 (UTICA_258_2),N101-1-VB7-VLAN684 (UTICA_258_2),N,Client,None,N,Y,684,NONE
N101-1-VB7-185 (UTICA_258_2),N101-1-VB7-VLAN685 (UTICA_258_2),N,Client,None,N,Y,685,NONE
N101-1-VB7-186 (UTICA_258_2),N101-1-VB7-VLAN686 (UTICA_258_2),N,Client,None,N,Y,686,NONE
N101-1-VB7-187 (UTICA_258_2),N101-1-VB7-VLAN687 (UTICA_258_2),N,Client,None,N,Y,687,NONE
N101-1-VB7-188 (UTICA_258_2),N101-1-VB7-VLAN688 (UTICA_258_2),N,Client,None,N,Y,688,NONE
N101-1-VB7-189 (UTICA_258_2),N101-1-VB7-VLAN689 (UTICA_258_2),N,Client,None,N,Y,689,NONE
N101-1-VB7-190 (UTICA_258_2),N101-1-VB7-VLAN690 (UTICA_258_2),N,Client,None,N,Y,690,NONE
N101-1-VB7-191 (UTICA_258_2),N101-1-VB7-VLAN691 (UTICA_258_2),N,Client,None,N,Y,691,NONE
N101-1-VB7-192 (UTICA_258_2),N101-1-VB7-VLAN692 (UTICA_258_2),N,Client,None,N,Y,692,NONE
N101-1-VB7-193 (UTICA_258_2),N101-1-VB7-VLAN693 (UTICA_258_2),N,Client,None,N,Y,693,NONE
N101-1-VB7-194 (UTICA_258_2),N101-1-VB7-VLAN694 (UTICA_258_2),N,Client,None,N,Y,694,NONE
N101-1-VB7-195 (UTICA_258_2),N101-1-VB7-VLAN695 (UTICA_258_2),N,Client,None,N,Y,695,NONE
N101-1-VB7-196 (UTICA_258_2),N101-1-VB7-VLAN696 (UTICA_258_2),N,Client,None,N,Y,696,NONE
N101-1-VB7-197 (UTICA_258_2),N101-1-VB7-VLAN697 (UTICA_258_2),N,Client,None,N,Y,697,NONE
N101-1-VB7-198 (UTICA_258_2),N101-1-VB7-VLAN698 (UTICA_258_2),N,Client,None,N,Y,698,NONE
N101-1-VB7-199 (UTICA_258_2),N101-1-VB7-VLAN699 (UTICA_258_2),N,Client,None,N,Y,699,NONE
N101-1-VB7-1001 (UTICA_258_2),N101-1-VB7-VLAN1001 (UTICA_258_2),N,None,None,N,N,1001,NONE
N101-1-VB7-1002 (UTICA_258_2),N101-1-VB7-VLAN1001 (UTICA_258_2),N,None,None,N,N,1001,NONE
N101-1-VB7-2001 (UTICA_258_2),N101-1-VB7-VLAN2002 (UTICA_258_2),Y,Client,None,N,N,2002,NONE
N101-1-VB7-2002 (UTICA_258_2),N101-1-VB7-VLAN2002 (UTICA_258_2),Y,Client,None,N,N,2002,NONE
N101-1-VB7-2003 (UTICA_258_2),N101-1-VB7-VLAN2001 (UTICA_258_2),N,None,None,N,N,2001,NONE
N101-1-VB7-2004 (UTICA_258_2),N101-1-VB7-VLAN2001 (UTICA_258_2),N,None,None,N,N,2001,NONE
N101-1-VB7-2005 (UTICA_258_2),N101-1-VB7-VLAN2001 (UTICA_258_2),N,None,None,N,N,2001,NONE
N101-1-VB7-2006 (UTICA_258_2),N101-1-VB7-VLAN2006 (UTICA_258_2),N,None,None,N,N,2006,NONE
N101-1-VB7-2007 (UTICA_258_2),N101-1-VB7-VLAN2006 (UTICA_258_2),N,None,None,N,N,2006,NONE
N101-1-VB7-2008 (UTICA_258_2),N101-1-VB7-VLAN2006 (UTICA_258_2),N,None,None,N,N,2006,NONE
N101-1-VB7-2009 (UTICA_258_2),N101-1-VB7-VLAN2006 (UTICA_258_2),N,None,None,N,N,2006,NONE
N101-1-VB7-2010 (UTICA_258_2),N101-1-VB7-VLAN2006 (UTICA_258_2),N,None,None,N,N,2006,NONE
N101-1-VB7-2011 (UTICA_258_2),N101-1-VB7-VLAN2011 (UTICA_258_2),N,None,None,N,N,2011,NONE
N101-1-VB7-2012 (UTICA_258_2),N101-1-VB7-VLAN2011 (UTICA_258_2),N,None,None,N,N,2011,NONE
N101-1-VB7-2013 (UTICA_258_2),N101-1-VB7-VLAN2011 (UTICA_258_2),N,None,None,N,N,2011,NONE
N101-1-VB7-2014 (UTICA_258_2),N101-1-VB7-VLAN2011 (UTICA_258_2),N,None,None,N,N,2011,NONE
N101-1-VB7-2015 (UTICA_258_2),N101-1-VB7-VLAN2011 (UTICA_258_2),N,None,None,N,N,2011,NONE
N101-1-VB7-2016 (UTICA_258_2),N101-1-VB7-VLAN2016 (UTICA_258_2),N,None,None,N,N,2016,NONE
N101-1-VB7-2017 (UTICA_258_2),N101-1-VB7-VLAN2016 (UTICA_258_2),N,None,None,N,N,2016,NONE
N101-1-VB7-2018 (UTICA_258_2),N101-1-VB7-VLAN2018 (UTICA_258_2),Y,None,None,N,N,2018,NONE
N101-1-VB7-2019 (UTICA_258_2),N101-1-VB7-VLAN2018 (UTICA_258_2),Y,None,None,N,N,2018,NONE
N101-1-VB7-2020 (UTICA_258_2),N101-1-VB7-VLAN2020 (UTICA_258_2),Y,None,None,N,N,2020,NONE
N101-1-VB7-2021 (UTICA_258_2),N101-1-VB7-VLAN2020 (UTICA_258_2),Y,None,None,N,N,2020,NONE
N101-1-VB7-2022 (UTICA_258_2),N101-1-VB7-VLAN2022 (UTICA_258_2),N,None,None,N,N,2022,NONE
N101-1-VB7-2023 (UTICA_258_2),N101-1-VB7-VLAN2022 (UTICA_258_2),N,None,None,N,N,2022,NONE
N101-1-VB7-2024 (UTICA_258_2),N101-1-VB7-VLAN2024 (UTICA_258_2),N,None,None,N,N,2024,NONE
N101-1-VB7-2025 (UTICA_258_2),N101-1-VB7-VLAN2024 (UTICA_258_2),N,None,None,N,N,2024,NONE
N101-1-VB7-2026 (UTICA_258_2),N101-1-VB7-VLAN2026 (UTICA_258_2),N,None,None,N,N,2026,NONE
N101-1-VB7-2027 (UTICA_258_2),N101-1-VB7-VLAN2026 (UTICA_258_2),N,None,None,N,N,2026,NONE
